participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
63	reaffirm	positive	subject	subject	NP V VPing	believe	future	A reaffirmed doing C.	How likely is it that A believed that A would do C?	0.94	0.07	4
63	overestimate	negative	subject	subject	NP V VPing	intend	future	A didn't overestimate doing C.	How likely is it that A intended to do C?	0.78	0.2	4
63	bother	negative	subject	subject	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.42	0.37	4
63	detest	negative	subject	subject	NP V VPing	want	future	A didn't detest doing C.	How likely is it that A wanted to do C?	0.65	0.28	4
63	joke	positive	subject	subject	NP V VPing	intend	future	A joked doing C.	How likely is it that A intended to do C?	0.46	0.65	4
63	stammer	negative	object	object	NP V for NP to VP	intend	future	A didn't stammer for B to do C.	How likely is it that B intended to do C?	0.58	0.45	4
63	affirm	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.86	0.16	4
63	demonstrate	negative	subject	subject	NP V VPing	intend	future	A didn't demonstrate doing C.	How likely is it that A intended to do C?	0.46	0.45	4
63	tease	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A teased B to do C.	How likely is it that A intended for B to do C?	0.77	0.17	4
63	plead	negative	subject	object	NP V for NP to VP	want	future	A didn't plead for B to do C.	How likely is it that A wanted B to do C?	0.46	0.58	4
65	admit	negative	subject	subject	NP be V to VP[-eventive]	intend	past	A wasn't admitted to have C.	How likely is it that A intended to have had C?	0.27	0.62	3
65	demonstrate	negative	subject	subject	NP V VPing	intend	future	A didn't demonstrate doing C.	How likely is it that A intended to do C?	0.21	0.37	3
65	petition	positive	subject	object	NP V NP to VP[+eventive]	want	future	A petitioned B to do C.	How likely is it that A wanted B to do C?	0.89	0.17	3
65	acknowledge	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't acknowledge to do C.	How likely is it that A believed that A would do C?	0.19	0.6	3
65	understand	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't understand to do C.	How likely is it that A intended to do C?	0.21	0.5	3
65	categorize	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't categorized to have C.	How likely is it that A believed that A would have C?	0.29	0.36	3
65	feign	negative	subject	subject	NP V VPing	believe	past	A didn't feign doing C.	How likely is it that A believed that A had done C?	0.85	0.32	3
65	discover	positive	object	object	NP V NP to VP[-eventive]	want	past	A discovered B to have C.	How likely is it that B wanted to have had C?	0.37	0.6	3
65	deny	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't deny B to do C.	How likely is it that B believed that B would do C?	0.63	0.43	3
65	convey	positive	subject	subject	NP V VPing	believe	past	A conveyed doing C.	How likely is it that A believed that A had done C?	0.83	0.31	3
65	protest	positive	object	object	NP V for NP to VP	intend	future	A protested for B to do C.	How likely is it that B intended to do C?	0.7	0.36	3
65	dispute	positive	subject	subject	NP be V to VP[-eventive]	believe	past	A was disputed to have C.	How likely is it that A believed that A had C?	0.84	0.35	3
65	alert	positive	object	object	NP V NP to VP[+eventive]	believe	future	A alerted B to do C.	How likely is it that B believed that B would do C?	0.63	0.4	3
65	imagine	positive	object	object	NP V NP VP	want	future	A imagined B do C.	How likely is it that B wanted to do C?	0.61	0.4	3
65	happen	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't happen to do C.	How likely is it that A believed that A would do C?	0.21	0.34	3
65	bother	negative	subject	subject	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.17	0.27	3
65	affirm	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.63	0.38	3
65	spur	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't spur B to do C.	How likely is it that A wanted B to do C?	0.19	0.37	3
65	fancy	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't fancy to do C.	How likely is it that A intended to do C?	0.16	0.32	3
65	suggest	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that B wanted to have done C?	0.59	0.59	3
65	commend	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was commended to do C.	How likely is it that A intended to do C?	0.84	0.21	3
65	teach	positive	object	object	NP V NP to VP[+eventive]	believe	future	A taught B to do C.	How likely is it that B believed that B would do C?	0.69	0.31	3
65	reaffirm	positive	subject	subject	NP V VPing	believe	future	A reaffirmed doing C.	How likely is it that A believed that A would do C?	0.82	0.24	3
65	horrify	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was horrified to do C.	How likely is it that A wanted to do C?	0.15	0.25	3
65	plead	negative	subject	object	NP V for NP to VP	want	future	A didn't plead for B to do C.	How likely is it that A wanted B to do C?	0.09	0.24	3
65	bully	positive	subject	subject	NP V to VP[-eventive]	believe	future	A bullied to have C.	How likely is it that A believed that A would have C?	0.84	0.24	3
65	reiterate	positive	subject	subject	NP V VPing	want	future	A reiterated doing C.	How likely is it that A wanted to do C?	0.81	0.19	3
65	caution	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't caution B to do C.	How likely is it that B intended to do C?	0.33	0.62	3
65	love	positive	subject	subject	NP V to VP[+eventive]	intend	future	A loved to do C.	How likely is it that A intended to do C?	0.9	0.23	3
65	proclaim	positive	subject	object	NP V NP to VP[+eventive]	want	future	A proclaimed B to do C.	How likely is it that A wanted B to do C?	0.87	0.22	3
65	meditate	positive	subject	subject	NP V to VP[+eventive]	want	future	A meditated to do C.	How likely is it that A wanted to do C?	0.83	0.22	3
65	approve	negative	subject	subject	NP V VPing	want	future	A didn't approve doing C.	How likely is it that A wanted to do C?	0.17	0.18	3
65	prove	positive	subject	subject	NP V to VP[-eventive]	want	past	A proved to have C.	How likely is it that A wanted to have had C?	0.85	0.3	3
65	joke	positive	subject	subject	NP V VPing	intend	future	A joked doing C.	How likely is it that A intended to do C?	0.75	0.58	3
65	instruct	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't instruct to do C.	How likely is it that A intended to do C?	0.28	0.39	3
65	detest	negative	subject	subject	NP V VPing	want	future	A didn't detest doing C.	How likely is it that A wanted to do C?	0.88	0.27	3
65	stammer	negative	object	object	NP V for NP to VP	intend	future	A didn't stammer for B to do C.	How likely is it that B intended to do C?	0.68	0.5	3
65	tease	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A teased B to do C.	How likely is it that A intended for B to do C?	0.83	0.39	3
65	forecast	positive	subject	object	NP V for NP to VP	believe	future	A forecasted for B to do C.	How likely is it that A believed that B would do C?	0.78	0.32	3
65	initiate	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't initiated to have C.	How likely is it that A believed that A would have C?	0.27	0.4	3
65	overestimate	negative	subject	subject	NP V VPing	intend	future	A didn't overestimate doing C.	How likely is it that A intended to do C?	0.33	0.61	3
65	claim	positive	object	object	NP V to NP to VP[+eventive]	intend	past	A claimed to B to do C.	How likely is it that B intended to have done C?	0.67	0.38	3
65	prepare	positive	subject	object	NP V NP to VP[+eventive]	want	future	A prepared B to do C.	How likely is it that A wanted B to do C?	0.92	0.22	3
65	applaud	negative	object	object	NP V NP to VP[+eventive]	want	past	A didn't applaud B to do C.	How likely is it that B wanted to have done C?	0.33	0.61	3
65	oblige	positive	subject	subject	NP V to VP[+eventive]	believe	future	A obliged to do C.	How likely is it that A believed that A would do C?	0.78	0.32	3
65	confide	negative	subject	subject	NP V VPing	believe	past	A didn't confide doing C.	How likely is it that A believed that A had done C?	0.22	0.4	3
65	force	positive	object	object	NP V NP to VP[+eventive]	want	future	A forced B to do C.	How likely is it that B wanted to do C?	0.27	0.68	3
65	dismay	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was dismayed to do C.	How likely is it that A intended to do C?	0.19	0.37	3
80	affirm	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.6	0.38	4
80	horrify	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was horrified to do C.	How likely is it that A wanted to do C?	0.05	0.07	4
80	teach	positive	object	object	NP V NP to VP[+eventive]	believe	future	A taught B to do C.	How likely is it that B believed that B would do C?	0.76	0.21	4
80	joke	positive	subject	subject	NP V VPing	intend	future	A joked doing C.	How likely is it that A intended to do C?	0.44	0.8	4
80	commend	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was commended to do C.	How likely is it that A intended to do C?	0.66	0.43	4
80	bully	positive	subject	subject	NP V to VP[-eventive]	believe	future	A bullied to have C.	How likely is it that A believed that A would have C?	0.77	0.33	4
80	understand	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't understand to do C.	How likely is it that A intended to do C?	0.2	0.09	4
80	initiate	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't initiated to have C.	How likely is it that A believed that A would have C?	0.1	0.17	4
80	force	positive	object	object	NP V NP to VP[+eventive]	want	future	A forced B to do C.	How likely is it that B wanted to do C?	0.0	0.0	4
80	dismay	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was dismayed to do C.	How likely is it that A intended to do C?	0.2	0.34	4
80	prepare	positive	subject	object	NP V NP to VP[+eventive]	want	future	A prepared B to do C.	How likely is it that A wanted B to do C?	0.95	0.05	4
80	love	positive	subject	subject	NP V to VP[+eventive]	intend	future	A loved to do C.	How likely is it that A intended to do C?	0.94	0.06	4
80	proclaim	positive	subject	object	NP V NP to VP[+eventive]	want	future	A proclaimed B to do C.	How likely is it that A wanted B to do C?	0.92	0.1	4
80	convey	positive	subject	subject	NP V VPing	believe	past	A conveyed doing C.	How likely is it that A believed that A had done C?	0.81	0.33	4
80	overestimate	negative	subject	subject	NP V VPing	intend	future	A didn't overestimate doing C.	How likely is it that A intended to do C?	0.66	0.76	4
80	protest	positive	object	object	NP V for NP to VP	intend	future	A protested for B to do C.	How likely is it that B intended to do C?	0.17	0.18	4
80	happen	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't happen to do C.	How likely is it that A believed that A would do C?	0.48	0.61	4
80	detest	negative	subject	subject	NP V VPing	want	future	A didn't detest doing C.	How likely is it that A wanted to do C?	0.65	0.18	4
80	forecast	positive	subject	object	NP V for NP to VP	believe	future	A forecasted for B to do C.	How likely is it that A believed that B would do C?	0.93	0.07	4
80	fancy	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't fancy to do C.	How likely is it that A intended to do C?	0.33	0.44	4
80	imagine	positive	object	object	NP V NP VP	want	future	A imagined B do C.	How likely is it that B wanted to do C?	0.52	0.36	4
80	petition	positive	subject	object	NP V NP to VP[+eventive]	want	future	A petitioned B to do C.	How likely is it that A wanted B to do C?	0.97	0.07	4
80	dispute	positive	subject	subject	NP be V to VP[-eventive]	believe	past	A was disputed to have C.	How likely is it that A believed that A had C?	0.32	0.79	4
80	meditate	positive	subject	subject	NP V to VP[+eventive]	want	future	A meditated to do C.	How likely is it that A wanted to do C?	0.68	0.31	4
80	bother	negative	subject	subject	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.11	0.17	4
80	instruct	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't instruct to do C.	How likely is it that A intended to do C?	0.19	0.46	4
80	prove	positive	subject	subject	NP V to VP[-eventive]	want	past	A proved to have C.	How likely is it that A wanted to have had C?	0.85	0.33	4
80	reiterate	positive	subject	subject	NP V VPing	want	future	A reiterated doing C.	How likely is it that A wanted to do C?	0.82	0.23	4
80	deny	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't deny B to do C.	How likely is it that B believed that B would do C?	0.62	0.45	4
80	alert	positive	object	object	NP V NP to VP[+eventive]	believe	future	A alerted B to do C.	How likely is it that B believed that B would do C?	0.73	0.24	4
80	spur	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't spur B to do C.	How likely is it that A wanted B to do C?	0.13	0.26	4
80	applaud	negative	object	object	NP V NP to VP[+eventive]	want	past	A didn't applaud B to do C.	How likely is it that B wanted to have done C?	0.41	0.53	4
80	tease	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A teased B to do C.	How likely is it that A intended for B to do C?	0.55	0.61	4
80	acknowledge	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't acknowledge to do C.	How likely is it that A believed that A would do C?	0.22	0.41	4
80	admit	negative	subject	subject	NP be V to VP[-eventive]	intend	past	A wasn't admitted to have C.	How likely is it that A intended to have had C?	0.32	0.42	4
80	plead	negative	subject	object	NP V for NP to VP	want	future	A didn't plead for B to do C.	How likely is it that A wanted B to do C?	0.16	0.27	4
80	stammer	negative	object	object	NP V for NP to VP	intend	future	A didn't stammer for B to do C.	How likely is it that B intended to do C?	0.5	0.77	4
80	confide	negative	subject	subject	NP V VPing	believe	past	A didn't confide doing C.	How likely is it that A believed that A had done C?	0.68	0.54	4
80	suggest	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that B wanted to have done C?	0.35	0.31	4
80	claim	positive	object	object	NP V to NP to VP[+eventive]	intend	past	A claimed to B to do C.	How likely is it that B intended to have done C?	0.45	0.55	4
80	discover	positive	object	object	NP V NP to VP[-eventive]	want	past	A discovered B to have C.	How likely is it that B wanted to have had C?	0.78	0.22	4
80	approve	negative	subject	subject	NP V VPing	want	future	A didn't approve doing C.	How likely is it that A wanted to do C?	0.05	0.04	4
80	demonstrate	negative	subject	subject	NP V VPing	intend	future	A didn't demonstrate doing C.	How likely is it that A intended to do C?	0.19	0.49	4
80	oblige	positive	subject	subject	NP V to VP[+eventive]	believe	future	A obliged to do C.	How likely is it that A believed that A would do C?	0.84	0.18	4
80	feign	negative	subject	subject	NP V VPing	believe	past	A didn't feign doing C.	How likely is it that A believed that A had done C?	0.2	0.38	4
80	categorize	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't categorized to have C.	How likely is it that A believed that A would have C?	0.32	0.48	4
80	caution	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't caution B to do C.	How likely is it that B intended to do C?	0.22	0.15	4
80	reaffirm	positive	subject	subject	NP V VPing	believe	future	A reaffirmed doing C.	How likely is it that A believed that A would do C?	0.89	0.07	4
92	protest	positive	object	object	NP V for NP to VP	intend	future	A protested for B to do C.	How likely is it that B intended to do C?	0.67	0.79	4
92	overestimate	negative	subject	subject	NP V VPing	intend	future	A didn't overestimate doing C.	How likely is it that A intended to do C?	0.61	0.41	4
92	imagine	positive	object	object	NP V NP VP	want	future	A imagined B do C.	How likely is it that B wanted to do C?	0.4	0.89	4
92	feign	negative	subject	subject	NP V VPing	believe	past	A didn't feign doing C.	How likely is it that A believed that A had done C?	0.29	0.63	4
92	forecast	positive	subject	object	NP V for NP to VP	believe	future	A forecasted for B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
92	confide	negative	subject	subject	NP V VPing	believe	past	A didn't confide doing C.	How likely is it that A believed that A had done C?	0.29	0.59	4
92	prove	positive	subject	subject	NP V to VP[-eventive]	want	past	A proved to have C.	How likely is it that A wanted to have had C?	0.83	0.39	4
92	teach	positive	object	object	NP V NP to VP[+eventive]	believe	future	A taught B to do C.	How likely is it that B believed that B would do C?	0.92	0.06	4
92	prepare	positive	subject	object	NP V NP to VP[+eventive]	want	future	A prepared B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
92	plead	negative	subject	object	NP V for NP to VP	want	future	A didn't plead for B to do C.	How likely is it that A wanted B to do C?	0.1	0.05	4
92	tease	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A teased B to do C.	How likely is it that A intended for B to do C?	0.8	0.23	4
92	detest	negative	subject	subject	NP V VPing	want	future	A didn't detest doing C.	How likely is it that A wanted to do C?	0.61	0.6	4
92	dismay	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was dismayed to do C.	How likely is it that A intended to do C?	0.08	0.07	4
92	fancy	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't fancy to do C.	How likely is it that A intended to do C?	0.12	0.06	4
92	spur	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't spur B to do C.	How likely is it that A wanted B to do C?	0.38	0.6	4
92	categorize	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't categorized to have C.	How likely is it that A believed that A would have C?	0.16	0.26	4
92	petition	positive	subject	object	NP V NP to VP[+eventive]	want	future	A petitioned B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
92	bully	positive	subject	subject	NP V to VP[-eventive]	believe	future	A bullied to have C.	How likely is it that A believed that A would have C?	0.08	0.03	4
92	acknowledge	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't acknowledge to do C.	How likely is it that A believed that A would do C?	0.11	0.07	4
92	alert	positive	object	object	NP V NP to VP[+eventive]	believe	future	A alerted B to do C.	How likely is it that B believed that B would do C?	0.98	0.02	4
92	demonstrate	negative	subject	subject	NP V VPing	intend	future	A didn't demonstrate doing C.	How likely is it that A intended to do C?	0.15	0.17	4
92	understand	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't understand to do C.	How likely is it that A intended to do C?	0.05	0.06	4
92	happen	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't happen to do C.	How likely is it that A believed that A would do C?	0.02	0.18	4
92	deny	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't deny B to do C.	How likely is it that B believed that B would do C?	0.62	0.62	4
92	admit	negative	subject	subject	NP be V to VP[-eventive]	intend	past	A wasn't admitted to have C.	How likely is it that A intended to have had C?	0.12	0.06	4
92	joke	positive	subject	subject	NP V VPing	intend	future	A joked doing C.	How likely is it that A intended to do C?	0.41	0.95	4
92	commend	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was commended to do C.	How likely is it that A intended to do C?	0.95	0.06	4
92	dispute	positive	subject	subject	NP be V to VP[-eventive]	believe	past	A was disputed to have C.	How likely is it that A believed that A had C?	0.78	0.79	4
92	oblige	positive	subject	subject	NP V to VP[+eventive]	believe	future	A obliged to do C.	How likely is it that A believed that A would do C?	0.96	0.02	4
92	initiate	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't initiated to have C.	How likely is it that A believed that A would have C?	0.08	0.04	4
92	approve	negative	subject	subject	NP V VPing	want	future	A didn't approve doing C.	How likely is it that A wanted to do C?	0.4	0.92	4
92	force	positive	object	object	NP V NP to VP[+eventive]	want	future	A forced B to do C.	How likely is it that B wanted to do C?	0.08	0.03	4
92	bother	negative	subject	subject	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.1	0.05	4
92	horrify	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was horrified to do C.	How likely is it that A wanted to do C?	0.16	0.06	4
92	suggest	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that B wanted to have done C?	0.41	0.76	4
92	reiterate	positive	subject	subject	NP V VPing	want	future	A reiterated doing C.	How likely is it that A wanted to do C?	0.68	0.4	4
92	convey	positive	subject	subject	NP V VPing	believe	past	A conveyed doing C.	How likely is it that A believed that A had done C?	0.9	0.04	4
92	affirm	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.96	0.06	4
92	applaud	negative	object	object	NP V NP to VP[+eventive]	want	past	A didn't applaud B to do C.	How likely is it that B wanted to have done C?	0.4	0.92	4
92	proclaim	positive	subject	object	NP V NP to VP[+eventive]	want	future	A proclaimed B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
92	discover	positive	object	object	NP V NP to VP[-eventive]	want	past	A discovered B to have C.	How likely is it that B wanted to have had C?	0.4	0.85	4
92	instruct	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't instruct to do C.	How likely is it that A intended to do C?	0.67	0.92	4
92	stammer	negative	object	object	NP V for NP to VP	intend	future	A didn't stammer for B to do C.	How likely is it that B intended to do C?	0.61	0.94	4
92	reaffirm	positive	subject	subject	NP V VPing	believe	future	A reaffirmed doing C.	How likely is it that A believed that A would do C?	0.95	0.03	4
92	meditate	positive	subject	subject	NP V to VP[+eventive]	want	future	A meditated to do C.	How likely is it that A wanted to do C?	0.66	0.6	4
92	love	positive	subject	subject	NP V to VP[+eventive]	intend	future	A loved to do C.	How likely is it that A intended to do C?	1.0	0.0	4
92	caution	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't caution B to do C.	How likely is it that B intended to do C?	0.31	0.67	4
92	claim	positive	object	object	NP V to NP to VP[+eventive]	intend	past	A claimed to B to do C.	How likely is it that B intended to have done C?	0.69	0.58	4
107	spur	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't spur B to do C.	How likely is it that A wanted B to do C?	0.14	0.22	4
107	imagine	positive	object	object	NP V NP VP	want	future	A imagined B do C.	How likely is it that B wanted to do C?	0.62	0.37	4
107	stammer	negative	object	object	NP V for NP to VP	intend	future	A didn't stammer for B to do C.	How likely is it that B intended to do C?	0.57	0.57	4
107	fancy	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't fancy to do C.	How likely is it that A intended to do C?	0.0	0.06	4
107	understand	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't understand to do C.	How likely is it that A intended to do C?	0.18	0.14	4
107	dispute	positive	subject	subject	NP be V to VP[-eventive]	believe	past	A was disputed to have C.	How likely is it that A believed that A had C?	0.2	0.19	4
107	love	positive	subject	subject	NP V to VP[+eventive]	intend	future	A loved to do C.	How likely is it that A intended to do C?	1.0	0.0	4
107	approve	negative	subject	subject	NP V VPing	want	future	A didn't approve doing C.	How likely is it that A wanted to do C?	0.12	0.12	4
107	tease	positive	subject	object	NP V NP to VP[+eventive]	intend	future	A teased B to do C.	How likely is it that A intended for B to do C?	0.79	0.22	4
107	acknowledge	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't acknowledge to do C.	How likely is it that A believed that A would do C?	0.28	0.34	4
107	deny	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't deny B to do C.	How likely is it that B believed that B would do C?	0.62	0.38	4
107	confide	negative	subject	subject	NP V VPing	believe	past	A didn't confide doing C.	How likely is it that A believed that A had done C?	0.37	0.38	4
107	applaud	negative	object	object	NP V NP to VP[+eventive]	want	past	A didn't applaud B to do C.	How likely is it that B wanted to have done C?	0.53	0.53	4
107	happen	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't happen to do C.	How likely is it that A believed that A would do C?	0.41	0.38	4
107	affirm	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A affirmed to B to do C.	How likely is it that B believed that B would do C?	0.37	0.56	4
107	proclaim	positive	subject	object	NP V NP to VP[+eventive]	want	future	A proclaimed B to do C.	How likely is it that A wanted B to do C?	0.79	0.33	4
107	reaffirm	positive	subject	subject	NP V VPing	believe	future	A reaffirmed doing C.	How likely is it that A believed that A would do C?	0.69	0.26	4
107	joke	positive	subject	subject	NP V VPing	intend	future	A joked doing C.	How likely is it that A intended to do C?	0.67	0.34	4
107	instruct	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't instruct to do C.	How likely is it that A intended to do C?	0.26	0.34	4
107	demonstrate	negative	subject	subject	NP V VPing	intend	future	A didn't demonstrate doing C.	How likely is it that A intended to do C?	0.25	0.32	4
107	force	positive	object	object	NP V NP to VP[+eventive]	want	future	A forced B to do C.	How likely is it that B wanted to do C?	0.3	0.31	4
107	dismay	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was dismayed to do C.	How likely is it that A intended to do C?	0.28	0.26	4
107	oblige	positive	subject	subject	NP V to VP[+eventive]	believe	future	A obliged to do C.	How likely is it that A believed that A would do C?	0.66	0.37	4
107	convey	positive	subject	subject	NP V VPing	believe	past	A conveyed doing C.	How likely is it that A believed that A had done C?	0.82	0.16	4
107	meditate	positive	subject	subject	NP V to VP[+eventive]	want	future	A meditated to do C.	How likely is it that A wanted to do C?	0.71	0.32	4
107	horrify	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was horrified to do C.	How likely is it that A wanted to do C?	0.15	0.11	4
107	caution	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't caution B to do C.	How likely is it that B intended to do C?	0.58	0.41	4
107	teach	positive	object	object	NP V NP to VP[+eventive]	believe	future	A taught B to do C.	How likely is it that B believed that B would do C?	0.56	0.52	4
107	commend	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was commended to do C.	How likely is it that A intended to do C?	0.79	0.34	4
107	admit	negative	subject	subject	NP be V to VP[-eventive]	intend	past	A wasn't admitted to have C.	How likely is it that A intended to have had C?	0.34	0.34	4
107	prepare	positive	subject	object	NP V NP to VP[+eventive]	want	future	A prepared B to do C.	How likely is it that A wanted B to do C?	0.77	0.25	4
107	reiterate	positive	subject	subject	NP V VPing	want	future	A reiterated doing C.	How likely is it that A wanted to do C?	0.68	0.38	4
107	petition	positive	subject	object	NP V NP to VP[+eventive]	want	future	A petitioned B to do C.	How likely is it that A wanted B to do C?	0.86	0.21	4
107	discover	positive	object	object	NP V NP to VP[-eventive]	want	past	A discovered B to have C.	How likely is it that B wanted to have had C?	0.6	0.43	4
107	feign	negative	subject	subject	NP V VPing	believe	past	A didn't feign doing C.	How likely is it that A believed that A had done C?	0.39	0.4	4
107	alert	positive	object	object	NP V NP to VP[+eventive]	believe	future	A alerted B to do C.	How likely is it that B believed that B would do C?	0.57	0.57	4
107	plead	negative	subject	object	NP V for NP to VP	want	future	A didn't plead for B to do C.	How likely is it that A wanted B to do C?	0.13	0.24	4
107	initiate	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't initiated to have C.	How likely is it that A believed that A would have C?	0.77	0.22	4
107	suggest	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that B wanted to have done C?	0.54	0.52	4
107	detest	negative	subject	subject	NP V VPing	want	future	A didn't detest doing C.	How likely is it that A wanted to do C?	0.8	0.25	4
107	forecast	positive	subject	object	NP V for NP to VP	believe	future	A forecasted for B to do C.	How likely is it that A believed that B would do C?	0.63	0.79	4
107	bother	negative	subject	subject	NP V VPing	intend	future	A didn't bother doing C.	How likely is it that A intended to do C?	0.21	0.22	4
107	claim	positive	object	object	NP V to NP to VP[+eventive]	intend	past	A claimed to B to do C.	How likely is it that B intended to have done C?	0.53	0.47	4
107	bully	positive	subject	subject	NP V to VP[-eventive]	believe	future	A bullied to have C.	How likely is it that A believed that A would have C?	0.88	0.35	4
107	protest	positive	object	object	NP V for NP to VP	intend	future	A protested for B to do C.	How likely is it that B intended to do C?	0.54	0.47	4
107	categorize	negative	subject	subject	NP be V to VP[-eventive]	believe	future	A wasn't categorized to have C.	How likely is it that A believed that A would have C?	0.19	0.19	4
107	overestimate	negative	subject	subject	NP V VPing	intend	future	A didn't overestimate doing C.	How likely is it that A intended to do C?	0.33	0.42	4
107	prove	positive	subject	subject	NP V to VP[-eventive]	want	past	A proved to have C.	How likely is it that A wanted to have had C?	0.8	0.31	4
52	accept	negative	subject	object	NP V for NP to VP	want	future	A didn't accept for B to do C.	How likely is it that A wanted B to do C?	0.06	0.04	0
90	acknowledge	negative	subject	object	NP V to VP[+eventive]	believe	future	A didn't acknowledge to do C.	How likely is it that A believed that A would do C?	0.37	0.26	0
55	add	negative	subject	object	NP be V to VP[+eventive]	believe	future	A wasn't added to do C.	How likely is it that A believed that A would do C?	0.31	0.41	0
30	add	positive	subject	object	NP be V to VP[+eventive]	want	future	A was added to do C.	How likely is it that A wanted to do C?	0.6	0.7	0
90	admit	negative	subject	object	NP be V to VP[-eventive]	intend	past	A wasn't admitted to have C.	How likely is it that A intended to have had C?	0.37	0.25	0
30	admit	negative	subject	object	NP be V to VP[-eventive]	want	past	A wasn't admitted to have C.	How likely is it that A wanted to have had C?	0.5	0.93	0
